,Age,Gender,Position,TotalYearsExperience,YearsExperienceGermany,Seniority,MainSkill,SecondarySkills,BrutSalary,BrutSalaryAndStocks,AnnualBrutLastYear,AnnualBrutAndStocksLastYear,VacationDays,Employment,ContractDuration,CompanySize,CompanyType,LossOfJobCorona,HoursIfShorterWeek,AdditionalMonetarySupport
0,26.0,Male,Software Engineer,5.0,3.0,Senior,TypeScript,"Kotlin, Javascript / Typescript",80000.0,5000.0,75000.0,10000.0,30,Full-time employee,Unlimited contract,51-100,Product,No,13.566568047337277,250.0
1,26.0,Male,Backend Developer,7.0,4.0,Senior,Ruby,,80000.0,5000.0,82000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
2,28.0,Male,Frontend Developer,4.0,1.0,Junior,Javascript,,54000.0,5000.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
3,37.0,Male,Backend Developer,17.0,6.0,Senior,C# .NET,".NET, SQL, AWS, Docker",62000.0,5000.0,62000.0,5000.0,29,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
4,32.0,Male,DevOps,5.0,1.0,Senior,"AWS, GCP, Python,K8s","Python, AWS, Google Cloud, Kubernetes, Docker",76000.0,5000.0,76000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
5,37.0,Male,Frontend Developer,6.0,0.4,Middle,Javascript,,57000.0,5000.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
6,24.0,Male,Frontend Developer,5.0,1.0,Senior,Typescript,Javascript / Typescript,65000.0,5000.0,65000.0,5000.0,27,Full-time employee,Unlimited contract,1000+,Product,No,0.0,600.0
7,29.0,Male,Backend Developer,8.0,2.0,Senior,PHP,"SQL, AWS, Docker",56000.0,5000.0,55000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,30.0,250.0
8,35.0,Male,Software Engineer,15.0,3.0,Lead,Java,,95000.0,5000.0,90000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,250.0
9,32.0,Female,Data Engineer,2.0,2.0,Junior,Aws Hadoop Postgre Typescript,"Python, Kotlin, Javascript / Typescript, SQL, AWS",52500.0,5000.0,52500.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,250.0
10,32.56893542757417,Male,Software Engineer,25.0,11.0,Senior,C++,"Python, C/C++, SQL",100000.0,101.0,80000.0,13000.0,24,Self-employed (freelancer),Temporary contract,11-50,Product,Yes,13.566568047337277,250.0
12,34.0,Male,Software Engineer,14.0,5.0,Senior,Typescript,"PHP, Javascript / Typescript, AWS",70000.0,5000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,11-50,Startup,No,0.0,250.0
13,28.0,Male,Designer (UI/UX),11.0,2.0,Senior,,,75000.0,9400.0,66000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,Yes,13.566568047337277,250.0
14,31.0,Male,Backend Developer,5.0,1.0,Senior,Kotlin,,75000.0,2000.0,75000.0,2000.0,25,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,250.0
15,29.0,Male,Backend Developer,7.0,3.0,Middle,Ruby,"Go, Kubernetes, Docker",60350.0,5000.0,58000.0,500.0,31,Full-time employee,Unlimited contract,1000+,Product,i didn't but will be looking for new one because of covid,0.0,250.0
16,41.0,Male,Product Manager,18.0,2.0,Senior,,SQL,78000.0,5000.0,100000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Startup,Yes,13.566568047337277,250.0
17,27.0,Male,Backend Developer,8.0,3.0,Senior,PHP,,60000.0,5000.0,55000.0,5000.0,25,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
18,34.0,Male,Mobile Developer,11.0,5.0,Lead,kotlin,"Kotlin, Javascript / Typescript, AWS, Google Cloud, Kubernetes, Docker",80000.0,80000.0,75000.0,75000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
19,34.0,Male,DevOps,13.0,5.0,Senior,,,103000.0,5000.0,90000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,,13.566568047337277,250.0
20,34.0,Male,Software Architect,15.0,9.0,Lead,NodeJS,"Javascript / Typescript, SQL, Go, AWS, Kubernetes, Docker, Terraform",100000.0,5000.0,92000.0,7000.0,24,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
21,25.0,Male,Software Engineer,5.0,2.0,Senior,Javascript,"Javascript / Typescript, AWS, Docker",65000.0,5000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
22,59.0,Male,Backend Developer,30.0,30.0,Senior,Java,"Kotlin, Java / Scala, SQL",69000.0,5000.0,69000.0,2000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,250.0
23,36.0,Male,Software Engineer,17.0,2.0,Lead,PHP,"Python, C/C++, Javascript / Typescript, SQL, Go, AWS, Docker",70000.0,5000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
24,38.0,Male,Team Lead,18.0,4.0,Lead,iOS,"Swift, AWS",80000.0,4000.0,80000.0,2000.0,28,Full-time employee,Unlimited contract,101-1000,Product,Yes,13.566568047337277,250.0
25,24.0,Male,DevOps,6.0,3.0,Senior,Kubernetes,"Python, AWS, Google Cloud, Kubernetes, Docker",75000.0,10000.0,63000.0,5000.0,27,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
26,37.0,Male,Test manager,6.0,6.0,Middle,Charles,,47400.0,1000.0,44000.0,1000.0,28,Full-time employee,Unlimited contract,1000+,Media,No,13.566568047337277,250.0
27,32.56893542757417,Male,DevOps,14.0,5.0,Senior,,"Python, Go, AWS, Kubernetes, Docker",67000.0,7000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
28,40.0,Male,Product Manager,13.0,1.0,Senior,SQL,Python,70000.0,5000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,200.0
29,31.0,Male,Backend Developer,5.0,1.0,Middle,java,Kotlin,65000.0,5000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,250.0
30,29.0,Female,QA Engineer,7.0,1.0,Middle,,Javascript / Typescript,45000.0,2000.0,65000.0,5000.0,26,Full-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
31,39.0,Male,Software Engineer,8.0,5.0,Senior,Java,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",80000.0,5000.0,80000.0,5000.0,29,Full-time employee,Unlimited contract,51-100,Startup,No,30.0,250.0
32,27.0,Male,Software Engineer,8.0,1.0,Middle,Javascript,,63000.0,101.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
33,33.0,Male,Data Scientist,5.0,4.0,Lead,Python,"Python, R, Google Cloud, Docker",150000.0,80000.0,81000.0,4000.0,24,Full-time employee,Unlimited contract,1000+,Product,No,0.0,1.0
34,28.0,Female,Designer (UI/UX),7.0,7.0,Middle,Figma,,45000.0,5000.0,37000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
35,30.0,Male,Software Engineer,8.0,3.0,Senior,JavaScript,"Python, Javascript / Typescript, Java / Scala, Go, Kubernetes, Docker",80000.0,5000.0,72000.0,3500.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,250.0
36,28.0,Male,Backend Developer,5.0,1.0,Senior,Kotlin,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",75000.0,5000.0,58000.0,5000.0,25,Full-time employee,Unlimited contract,101-1000,Startup,No,0.0,250.0
37,38.0,Male,DevOps,10.0,5.0,Senior,Go/Python,"AWS, Kubernetes, Docker",70000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,51-100,Startup,No,0.0,250.0
38,29.0,Male,Frontend Developer,7.0,2.0,Senior,React,Javascript / Typescript,72000.0,12000.0,63000.0,5000.0,27,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,1000.0
39,49.0,Male,Software Engineer,15.0,15.0,Senior,Java,SQL,67000.0,1500.0,66000.0,5000.0,29,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
40,33.0,Female,Software Engineer,12.0,5.0,Senior,С#,"Python, C/C++, Javascript / Typescript, .NET, SQL",88000.0,35200.0,96000.0,20000.0,30,Full-time employee,Unlimited contract,1000+,Product,,13.566568047337277,250.0
41,30.0,Male,Software Engineer,6.0,3.0,Senior,Java,"Kotlin, AWS, Kubernetes, Docker",74000.0,15000.0,54000.0,54000.0,27,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
42,48.0,Male,Software Engineer,25.0,11.0,Senior,Java,"Kotlin, Java / Scala, SQL",75000.0,5000.0,75000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
43,28.0,Female,Designer (UI/UX),5.0,1.0,Senior,,,60000.0,5000.0,65000.0,5000.0,20,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
44,32.0,Male,Backend Developer,3.0,1.0,Middle,Java,"AWS, Kubernetes, Docker",77000.0,5000.0,62000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
45,38.0,Female,Backend Developer,12.0,6.0,Senior,,C/C++,70000.0,8000.0,63000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,0.0,250.0
46,31.0,Male,Software Engineer,7.0,3.0,Lead,Python,"Python, SQL, Google Cloud, Kubernetes, Docker",76000.0,10000.0,69000.0,5000.0,27,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,250.0
47,35.0,Male,Backend Developer,10.0,7.0,Senior,Ruby,"Go, AWS, Kubernetes, Docker, Elixir",75000.0,5000.0,72000.0,15000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,500.0
48,28.0,Female,Designer (UI/UX),7.0,7.0,Middle,Figma,,45000.0,5000.0,37000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
49,29.0,Female,QA Engineer,8.0,5.0,Senior,,,60000.0,5000.0,52000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Startup,Yes,13.566568047337277,250.0
50,32.0,Male,Backend Developer,8.0,5.0,Senior,PHP,"PHP, SQL, AWS, Kubernetes, Docker",65000.0,5000.0,60000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Product,No,0.0,250.0
51,44.0,Male,Backend Developer,12.0,3.0,Senior,Java,"SQL, Go, Kubernetes, Docker",68000.0,5000.0,68000.0,5000.0,26,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
52,32.56893542757417,Male,Software Engineer,9.199653679653679,1.0,Senior,PHP,,75000.0,5000.0,65000.0,5000.0,,Full-time employee,,,,No,0.0,250.0
53,33.0,Male,DevOps,15.0,4.0,Lead,Kubernetes,"AWS, Google Cloud, Azure, Docker",90000.0,10000.0,78000.0,85000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
54,29.0,Male,Software Engineer,5.0,3.0,Senior,Go,"Java / Scala, AWS, Docker",75000.0,5000.0,58000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
55,66.0,Male,Software Engineer,40.0,4.0,Lead,ruby on rails,"Javascript / Typescript, Ruby, SQL",70000.0,5000.0,50000.0,5000.0,30,Full-time employee,Unlimited contract,51-100,Product,No,0.0,250.0
56,39.0,Female,Software Engineer,10.0,10.0,Senior,Java,"Javascript / Typescript, SQL",70500.0,1000.0,68000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,500.0
57,28.0,Male,Backend Developer,5.0,4.0,Senior,Kotlin,"Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",72000.0,5000.0,56000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
58,34.0,Male,Frontend Developer,5.0,5.0,Senior,JavaScript/ES6,,73500.0,5000.0,70000.0,5000.0,27,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
59,34.0,Male,Software Engineer,13.0,3.0,Lead,.NET,".NET, SQL",72000.0,72000.0,60000.0,60000.0,30,Full-time employee,Unlimited contract,51-100,Product,No,32.0,250.0
60,32.0,Male,Frontend Developer,7.0,5.0,Senior,Javascript,"Javascript / Typescript, Java / Scala",62000.0,5000.0,60000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,250.0
61,38.0,Male,Hardware Engineer,15.0,5.0,Lead,Hardware,,83000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,,13.566568047337277,250.0
62,32.0,Male,Data Scientist,10.0,10.0,Head,,,110000.0,30000.0,85000.0,15000.0,30,Full-time employee,Unlimited contract,1000+,Consulting / Agency,No,13.566568047337277,250.0
63,45.0,Male,Software Engineer,26.0,18.0,Senior,C#,"C/C++, .NET, SQL",93000.0,10000.0,93000.0,11000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
64,48.0,Male,Data Engineer,23.0,0.0,,Google Cloud Platform,"Python, SQL, Go, Google Cloud, bash",110000.0,5000.0,65000.0,5000.0,,Company Director,Temporary contract,up to 10,Personal Ltd,Yes,13.566568047337277,250.0
65,28.0,Male,Software Engineer,3.0,2.0,Middle,Js,"Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Quorum",55000.0,5000.0,42000.0,5000.0,22,Full-time employee,Unlimited contract,11-50,Startup,No,24.0,250.0
66,29.0,Male,Mobile Developer,6.0,3.0,Middle,android,Kotlin,53000.0,5000.0,53000.0,5000.0,26,Full-time employee,Unlimited contract,11-50,Startup,No,20.0,250.0
67,36.0,Male,Backend Developer,15.0,3.0,Senior,java,PHP,55000.0,5000.0,55000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,600.0
68,39.0,Male,Software Engineer,10.0,2.0,Senior,C#,"Javascript / Typescript, .NET, SQL, Azure, Docker",75000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Consulting / Agency,No,13.566568047337277,250.0
69,29.0,Male,Software Engineer,7.0,3.0,Senior,JavaScript ,"Kotlin, Javascript / Typescript, Java / Scala, Docker",80000.0,5000.0,72000.0,2500.0,24,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,1000.0
70,31.0,Male,Engineering Manager,11.0,6.0,Lead,Java,"Python, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000.0,5000.0,79000.0,5000.0,27,Full-time employee,Unlimited contract,101-1000,Startup,No,40.0,200.0
71,30.0,Male,Backend Developer,5.0,5.0,Middle,Java,,55000.0,5000.0,65000.0,5000.0,27,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
72,30.0,Male,DevOps,8.0,2.0,Middle,,,70200.0,75000.0,63000.0,63000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
73,33.0,Male,Software Engineer,4.0,0.0,Middle,Java,,50000.0,5000.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,11-50,Consulting / Agency,No,13.566568047337277,250.0
74,27.0,Male,Software Engineer,5.0,1.0,Senior,Scala,Java / Scala,78000.0,5000.0,70000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Startup,No,13.566568047337277,250.0
75,26.0,Female,Data Scientist,6.0,2.0,Middle,python,"Python, C/C++, SQL, Docker",60000.0,10000.0,60000.0,60000.0,26,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
76,26.0,Male,Software Engineer,8.0,3.0,Lead,Go,"Python, PHP, Javascript / Typescript, Go, Google Cloud, Kubernetes, Docker",85000.0,5000.0,75000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
77,31.0,Female,Analytics engineer,6.0,2.0,Middle,SQL,Python,60000.0,5000.0,50000.0,500.0,27,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,500.0
78,30.0,Male,Software Engineer,10.0,2.0,Senior,Scala,"Python, Java / Scala, AWS, Docker",72000.0,5000.0,70000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
79,43.0,Male,Mobile Developer,5.0,3.0,Senior,Kotlin,"Kotlin, Java / Scala",72000.0,5000.0,68000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
80,33.0,Male,Software Engineer,5.0,1.0,Middle,python,Kubernetes,65000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,250.0
81,31.0,Male,Software Engineer,9.0,3.7530701754385967,Senior,"C#, .net core","Python, .NET, AWS, Azure, Kubernetes, Docker",60000.0,5000.0,65000.0,5000.0,25,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
82,32.0,Female,QA Engineer,10.0,3.7530701754385967,Senior,Java,"Kotlin, Javascript / Typescript, SQL, Docker",61000.0,5000.0,55000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
83,24.0,Male,Data Scientist,4.0,2.0,Senior,Python,"Python, AWS, Docker",73000.0,73000.0,50000.0,50000.0,24,Full-time employee,Unlimited contract,101-1000,Startup,No,0.0,250.0
84,29.0,Male,DevOps,7.0,1.0,Lead,Kubernetes,"Python, Go, AWS, Kubernetes",78000.0,10000.0,70000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
85,29.0,Male,Data Scientist,4.0,4.0,Senior,Python,"SQL, AWS, Docker",81000.0,5000.0,72000.0,5000.0,29,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,300.0
86,30.0,Male,Hardware Engineer,5.0,5.0,Senior,VHDL,Python,75000.0,10000.0,73000.0,8000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
87,35.0,Female,Reporting Engineer,3.0,2.0,Middle,Power BI,"Python, Javascript / Typescript, SQL, SAP / ABAP, Google Cloud, Azure",55000.0,3000.0,45000.0,5000.0,31,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
88,27.0,Female,Account Managet,6.0,1.0,Senior,,,50000.0,5000.0,65000.0,5000.0,28,Full-time employee,Temporary contract,101-1000,Product,No,13.566568047337277,250.0
89,32.0,Female,Product Manager,8.0,8.0,No level,,,55000.0,5000.0,65000.0,5000.0,27,Full-time employee,Unlimited contract,11-50,Consulting / Agency,No,13.566568047337277,250.0
90,33.0,Male,QA Engineer,5.0,1.0,Senior,Java,Docker,60000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
91,28.0,Male,Software Engineer,8.0,3.0,Lead,PHP ,"Python, Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",80000.0,5000.0,72000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
92,31.0,Female,agile master ,14.0,7.0,Middle,none,,80000.0,5000.0,80000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
93,32.0,Male,Software Engineer,7.0,3.0,Senior,Android,Kotlin,60000.0,5000.0,60000.0,5000.0,38,Full-time employee,Unlimited contract,51-100,Product,No,40.0,250.0
94,30.0,Male,Backend Developer,8.0,2.5,Senior,Scala,"Python, Kotlin, Java / Scala, SQL, Kubernetes, Docker",80000.0,5000.0,60000.0,5000.0,25,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
95,31.0,Male,Software Engineer,10.0,2.0,Senior,Java,"Python, Javascript / Typescript, SQL, Kubernetes, Docker",68000.0,5000.0,68000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
96,38.0,Female,QA Engineer,6.0,2.0,Middle,Java,,62000.0,5000.0,62000.0,5000.0,26,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
97,37.0,Male,Software Engineer,10.0,3.0,Senior,PHP,"PHP, Javascript / Typescript, SQL",55000.0,5000.0,55000.0,5000.0,26,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
98,25.0,Male,Software Engineer,3.0,1.0,Middle,Java,"Python, SQL, AWS, Azure, Kubernetes, Docker",62000.0,5000.0,55000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
99,36.0,Male,Frontend Developer,12.0,4.0,Senior,JavaScript,"Javascript / Typescript, AWS, Docker",72000.0,5000.0,72000.0,5000.0,26,Full-time employee,Unlimited contract,up to 10,Startup,No,13.566568047337277,250.0
100,27.0,Male,QA Engineer,5.0,1.0,Senior,Swift,"Kotlin, Ruby",58000.0,5800.0,58000.0,101.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
101,35.0,Male,ML Engineer,12.0,10.0,Senior,ML,"Python, Java / Scala, R, SQL, AWS, Azure",120000.0,30000.0,90000.0,30000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,0.0,250.0
102,37.0,Male,Software Engineer,15.0,2.0,Senior,php,"PHP, Javascript / Typescript, SQL, Docker",75000.0,5000.0,72500.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,200.0
103,26.0,Male,Data Scientist,3.0,2.0,Middle,Python,"Python, SQL, AWS, Docker",65000.0,7000.0,52000.0,300.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
104,33.0,Male,Solution Architect,6.0,6.0,Middle,Python,"SQL, AWS, Google Cloud, Kubernetes, Docker",85000.0,40000.0,78000.0,7000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
105,34.0,Male,Frontend Developer,7.0,1.0,Senior,JavaScript,Docker,65000.0,5000.0,65000.0,5000.0,25,Full-time employee,Unlimited contract,up to 10,Startup,No,13.566568047337277,250.0
106,33.0,Male,Backend Developer,12.0,6.0,Lead,PHP,"Javascript / Typescript, SQL, AWS, Docker",65000.0,5000.0,60000.0,5000.0,27,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,250.0
107,32.56893542757417,Male,QA Engineer,6.0,6.0,Middle,Javascript,"Javascript / Typescript, AWS",50000.0,5000.0,45000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,250.0
108,29.0,Male,Backend Developer,8.0,0.0,Senior,Scala,"Java / Scala, AWS, Kubernetes, Docker",72000.0,5000.0,65000.0,5000.0,25,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,250.0
109,24.0,Male,Software Engineer,5.0,2.0,Middle,C++,"Javascript / Typescript, Go",79000.0,56000.0,77000.0,33000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,900.0
110,30.0,Female,Software Engineer,8.0,2.0,Senior,"Scala, React.js","Javascript / Typescript, SQL, AWS, Kubernetes, Docker",75000.0,5000.0,65000.0,5000.0,35,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
111,31.0,Male,Backend Developer,11.0,1.0,Senior,PHP,"Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",80000.0,4000.0,80000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
112,28.0,Male,Mobile Developer,5.0,3.0,Senior,iOS,Swift,57000.0,8000.0,70000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
113,32.0,Female,Fullstack Developer,10.0,1.0,Middle,C#,"Javascript / Typescript, .NET, SQL",49000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,51-100,Product,No,13.566568047337277,250.0
114,28.0,Male,Software Engineer,6.0,2.0,Senior,Java,"Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",65000.0,75000.0,60000.0,60000.0,28,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
115,26.0,Female,Data Scientist,3.0,1.0,Junior,Ml/Python,"Python, AWS, Docker",70000.0,12000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
116,33.0,Male,Mobile Developer,6.0,4.0,Middle,Swift,,63000.0,6300.0,60000.0,6000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,850.0
117,41.0,Male,Product Manager,18.0,3.0,Middle,,,72000.0,5000.0,60000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
118,31.0,Male,Software Engineer,9.0,1.0,Senior,"C#, .net core","Python, Javascript / Typescript, .NET, AWS, Azure, Kubernetes, Docker",60000.0,6000.0,65000.0,5000.0,25,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
119,30.0,Male,Frontend Developer,6.0,1.0,Senior,Javascript,"Javascript / Typescript, AWS, Docker",75000.0,101.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Product,No,0.0,250.0
120,31.0,Male,Frontend Developer,8.0,1.0,Senior,JavaScript/TypeScript,"Javascript / Typescript, Google Cloud, Docker",70000.0,101.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,250.0
121,37.0,Male,Backend Developer,12.0,4.0,Senior,php,"Javascript / Typescript, Docker",62000.0,5000.0,60000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,32.0,250.0
122,30.0,Male,Software Engineer,10.0,5.0,Lead,Python,"Python, SQL",78000.0,1000.0,75000.0,1000.0,,Full-time employee,Unlimited contract,101-1000,Startup,No,30.0,250.0
123,25.0,Male,Backend Developer,5.0,0.0,Senior,Java,"Kotlin, Java / Scala, SQL, SAP / ABAP, Kubernetes, Docker",75000.0,5000.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
124,36.0,Male,Backend Developer,19.0,5.0,Senior,PHP,"Javascript / Typescript, SQL, AWS, Docker",69000.0,5000.0,69000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
125,40.0,Male,Frontend Developer,7.0,1.0,Middle,Javascript,"PHP, Javascript / Typescript, Dart",54000.0,5000.0,54000.0,5000.0,24,Full-time employee,Unlimited contract,11-50,Product,No,10.0,250.0
126,37.0,Male,Product Manager,6.0,6.0,Middle,,,62000.0,62000.0,58000.0,60000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
127,35.0,Male,Software Engineer,13.0,4.0,Senior,Java,"Kotlin, Java / Scala, AWS",80000.0,1500.0,77000.0,1500.0,40,Full-time employee,Unlimited contract,101-1000,Product,No,30.0,250.0
128,42.0,Male,Software Engineer,20.0,5.0,Senior,Ruby on Rails,"Ruby, Kubernetes, Docker",80000.0,5000.0,72000.0,5000.0,27,Full-time employee,Unlimited contract,51-100,Product,No,13.566568047337277,250.0
129,34.0,Male,QA Engineer,10.0,4.0,Senior,Java,"Python, Kotlin, Javascript / Typescript, Go, AWS, Kubernetes, Docker",75000.0,3000.0,65000.0,3000.0,28,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,250.0
