,Age,Gender,Position,TotalYearsExperience,YearsExperienceGermany,Seniority,MainSkill,SecondarySkills,BrutSalary,BrutSalaryAndStocks,AnnualBrutLastYear,AnnualBrutAndStocksLastYear,VacationDays,Employment,ContractDuration,CompanySize,CompanyType,LossOfJobCorona,HoursIfShorterWeek,AdditionalMonetarySupport
574,36.0,Female,Data Scientist,5.0,5.0,Senior,Python,"Python, Java / Scala, SQL, AWS",75000.0,0.0,75000.0,0.0,28,Part-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
575,49.0,Male,Software Engineer,27.0,19.0,Senior,Java,"Javascript / Typescript, Java / Scala, SQL, Docker, Groovy",57000.0,0.0,57000.0,0.0,30,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,250.0
576,32.0,Female,Software Engineer,6.0,4.0,Lead,Java,"Python, Kotlin, AWS, Docker",75000.0,5000.0,75000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Startup,No,30.0,250.0
577,27.0,Female,Data Analyst ,1.0,1.0,Middle,"Python, SQL","Python, SQL",63000.0,0.0,42000.0,46000.0,27,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,600.0
578,31.0,Male,Data Scientist,6.0,6.0,Senior,python,"Python, AWS, Docker",60000.0,15000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,51-100,Consulting / Agency,No,13.566568047337277,250.0
579,31.0,Male,Mobile Developer,8.0,0.0,Senior,Swift,Swift,60000.0,6000.0,60000.0,6000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,0.0
580,28.0,Male,Backend Developer,4.0,4.0,Middle,Java,Pl/sql,44000.0,6000.0,44000.0,6000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
581,28.0,Female,Frontend Developer,3.0,3.0,Middle,JavaScript,,54500.0,5000.0,52000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,250.0
582,27.0,Male,Software Engineer,2.0,1.0,Lead,DWH,SQL,90000.0,7000.0,97000.0,87000.0,31,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
583,29.0,Male,Frontend Developer,8.0,5.0,Head,JavaScript,"Kubernetes, Docker",82500.0,0.0,65000.0,0.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
584,32.0,Female,Data Engineer,10.0,2.0,Middle,Python,"Python, SQL, AWS, Docker, Spark, Airflow",75000.0,0.0,70000.0,0.0,27,Full-time employee,Unlimited contract,11-50,Startup,Yes,13.566568047337277,0.0
585,28.0,Male,QA Engineer,5.0,1.0,Middle,QA,Python,60000.0,0.0,58000.0,0.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
586,34.0,Female,,13.0,3.0,Principal,python,"AWS, Terraform, Scala Spark, ",108000.0,5000.0,90000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,30.0,500.0
587,38.0,Male,Mobile Developer,16.0,0.0,Senior,Swift,"Swift, Java / Scala",85000.0,0.0,85000.0,85000.0,24,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
588,29.0,Male,Data Engineer,3.0,3.0,Middle,Azure,"Python, SQL, Azure",54000.0,6000.0,45000.0,0.0,30,Full-time employee,Unlimited contract,1000+,Utilities,No,0.0,0.0
589,30.0,Male,Backend Developer,7.0,2.5,Senior,C++,"Python, C/C++, Java / Scala, AWS, Kubernetes, Docker",65000.0,9000.0,60000.0,9000.0,33,Full-time employee,Unlimited contract,1000+,Product,No,0.0,0.0
590,33.0,Female,Designer (UI/UX),6.0,1.0,Middle,"Sketch, Figma",,42000.0,0.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Product,Yes,13.566568047337277,250.0
591,30.0,Male,Data Scientist,6.0,2.0,Junior,Python,"Python, SQL, Docker",51000.0,4250.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
592,37.0,Male,Mobile Developer,16.0,2.0,Senior,iOS,"Kotlin, C/C++, Swift, Ruby",65000.0,0.0,55000.0,0.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,0.0
593,32.0,Male,Mobile Developer,13.0,3.7530701754385967,Senior,Kotlin,Kotlin,85000.0,89000.0,80000.0,84000.0,27,Full-time employee,Unlimited contract,1000+,Bank,No,13.566568047337277,250.0
594,32.0,Female,QA Engineer,9.0,9.0,Middle,,,60000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,500.0
595,40.0,Male,Product Manager,13.0,9.0,Head,,SQL,90000.0,10000.0,75000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,300.0
596,30.0,Male,Software Engineer,7.0,1.0,Senior,Java,"Go, AWS, Kubernetes",86000.0,5000.0,82600.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,500.0
597,30.0,Male,Software Engineer,8.0,2.0,Senior,JS,,60000.0,0.0,60000.0,0.0,~25,Full-time employee,Unlimited contract,51-100,Product,No,20.0,0.0
598,32.0,Male,QA Engineer,10.0,3.0,Senior,js,"Java / Scala, Google Cloud, Docker",81000.0,45000.0,81000.0,22000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,0.0,1000.0
599,32.0,Male,DevOps,7.0,2.0,Middle,k8s,"Python, Google Cloud, Kubernetes, Docker",60000.0,5000.0,70000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,Yes,13.566568047337277,250.0
600,34.0,Male,Software Engineer,12.0,8.0,Senior,Java,"Java / Scala, SQL, Go, Google Cloud, Kubernetes, Docker",74000.0,0.0,69000.0,0.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,32.0,0.0
601,43.0,Male,Backend Developer,10.0,7.0,Senior,Php,PHP,57600.0,8000.0,57600.0,55000.0,26,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
602,33.0,Male,Software Engineer,13.0,4.0,Senior,Java,"Python, Kotlin, Javascript / Typescript, AWS, Kubernetes, Docker",70000.0,5000.0,64000.0,5000.0,24,Full-time employee,Unlimited contract,101-1000,Startup,No,13.566568047337277,250.0
603,28.0,Female,QA Engineer,8.0,4.0,Senior,Kotlin,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",75000.0,0.0,64000.0,6000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
604,33.0,Male,Software Engineer,11.0,5.0,Senior,Java,"Python, SQL",65000.0,5000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,11-50,Product,No,0.0,0.0
605,33.0,Male,Software Engineer,11.0,4.0,Lead,"Frontend: react, node.js","Javascript / Typescript, AWS, Kubernetes, Docker",90000.0,5000.0,75000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
606,51.0,Male,Software Engineer,30.0,30.0,Senior,"VB, RPA, Python","Python, PHP, Javascript / Typescript, .NET, SQL, SAP / ABAP",60000.0,5000.0,50000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Consulting / Agency,No,13.566568047337277,250.0
607,35.0,Male,Software Engineer,8.0,5.0,Senior,Go,"Java / Scala, Go, AWS, Google Cloud, Azure, Kubernetes, Docker",90000.0,100000.0,85000.0,50000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
608,35.0,Male,Software Engineer,1.0,1.0,Junior,FBD,"PHP, Javascript / Typescript, SQL",30000.0,5000.0,65000.0,5000.0,26,Full-time employee,Unlimited contract,up to 10,Product,No,13.566568047337277,250.0
609,33.0,Male,ML Engineer,10.0,6.0,Senior,,"Python, Java / Scala",90000.0,5000.0,65000.0,5000.0,,Full-time employee,Unlimited contract,1000+,Product,,13.566568047337277,250.0
610,28.0,Male,Software Engineer,6.0,3.0,Middle,"C, C++","C/C++, Linux Kernel",64000.0,9000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
611,21.0,Female,Mobile Developer,2.0,2.0,Middle,,,50000.0,5000.0,65000.0,5000.0,,,,,,,13.566568047337277,250.0
612,25.0,Male,Mobile Developer,2.0,2.0,Middle,"Swift, Objective-C, iOS",Swift,44000.0,5000.0,43000.0,5000.0,27,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
613,25.0,Female,working student (QA),1.0,1.0,Student,Ruby,"Java / Scala, SQL",12000.0,0.0,12000.0,0.0,12,working student,Temporary contract,1000+,Product,No,13.566568047337277,250.0
614,32.0,Male,Backend Developer,10.0,3.0,Lead,Ruby,"Python, Javascript / Typescript, Ruby, SQL, AWS, Docker",80000.0,0.0,68500.0,0.0,28,Full-time employee,Unlimited contract,51-100,Product,No,13.566568047337277,250.0
615,32.0,Male,Software Engineer,9.0,3.0,Lead,Embedded,"Python, C/C++, Go",73000.0,1000.0,65000.0,1000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,300.0
616,25.0,Male,Software Engineer,6.0,3.0,Senior,JavaScript / TypeScript,"AWS, Docker",71750.0,6000.0,66000.0,5500.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
617,28.0,Male,Frontend Developer,7.0,5.0,Senior,Javascript,"Javascript / Typescript, AWS, Azure, Docker",80000.0,0.0,76000.0,4000.0,29,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
618,32.0,Female,QA Engineer,8.0,1.0,Senior,Java,"Javascript / Typescript, C#",60000.0,70000.0,65000.0,5000.0,26,Full-time employee,Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,250.0
619,28.0,Male,Backend Developer,7.0,3.0,Senior,Java,"Kotlin, Javascript / Typescript, AWS, Kubernetes, Docker",66000.0,3000.0,66000.0,76000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
620,35.0,Male,Data Scientist,10.0,10.0,Middle,python,"Python, Azure, Kubernetes",65000.0,0.0,65000.0,0.0,25,Full-time employee,Unlimited contract,51-100,Product,No,0.0,0.0
621,38.0,Male,Head of Engineering,20.0,9.0,Head,Java,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",130000.0,20000.0,130000.0,20000.0,30,Full-time employee,Unlimited contract,1000+,Corporation,Yes,13.566568047337277,250.0
622,36.0,Male,Product Manager,10.0,2.0,Senior,,SQL,85000.0,5000.0,80000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
623,31.0,Female,QA Engineer,8.0,3.0,Middle,Java,Java / Scala,45000.0,5000.0,39000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
624,43.0,Male,SAP Consultant,20.0,15.0,Senior,SAP / ABAP,"SQL, SAP / ABAP",82000.0,12000.0,82000.0,10000.0,32,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
625,35.0,Male,DevOps,17.0,5.0,Lead,Kubrrnetes,"R, AWS, Google Cloud, Kubernetes, Docker",72000.0,8000.0,72500.0,8000.0,30,Full-time employee,Unlimited contract,1000+,Consulting / Agency,No,8.0,0.0
626,32.0,Male,DevOps,10.0,1.0,Middle,python,"Python, SQL, Go, AWS, Google Cloud, Azure, Kubernetes, Docker",62000.0,0.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,30.0,250.0
627,43.0,Male,DevOps,21.0,26.0,Lead,,"Python, PHP, SQL, Perl, AWS, Google Cloud, Kubernetes, Docker",83000.0,5000.0,75000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
628,37.0,Male,Backend Developer,9.199653679653679,3.7530701754385967,Senior,C#,,70000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,,,No,13.566568047337277,250.0
629,37.0,Male,Mobile Developer,17.0,1.0,Senior,Swift,Javascript / Typescript,77000.0,500.0,71000.0,0.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,500.0
630,29.0,Male,Mobile Developer,5.0,4.0,Senior,iOS,Swift,65000.0,5000.0,58000.0,5000.0,27,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
631,41.0,Male,Software Engineer,18.0,3.0,Senior,JavaScript,"Javascript / Typescript, AWS, Docker, Node",120000.0,5000.0,92000.0,5000.0,30,Self-employed (freelancer),,up to 10,Startup,No,13.566568047337277,250.0
632,38.0,Male,Backend Developer,4.0,2.0,Middle,PHP,"Javascript / Typescript, SQL, Docker",43000.0,0.0,43000.0,0.0,30,Full-time employee,Unlimited contract,up to 10,Consulting / Agency,No,30.0,250.0
633,32.56893542757417,Male,Software Engineer,18.0,1.0,Senior,,"Javascript / Typescript, .NET, SQL, Google Cloud",81000.0,3375.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,0.0,0.0
634,29.0,Male,Frontend Developer,6.0,6.0,Middle,TypeScript,"Javascript / Typescript, Azure",55000.0,0.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
635,35.0,Male,QA Engineer,12.0,3.0,Senior,JS,"Javascript / Typescript, SQL",63000.0,5000.0,56000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,Yes,30.0,250.0
636,41.0,Male,Software Engineer,19.0,5.0,Senior,Java,"PHP, Java / Scala, SQL, AWS, Docker",75000.0,0.0,73000.0,0.0,27,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
637,29.0,Male,Data Scientist,0.0,0.0,Junior,Python,"R, SQL",22000.0,2000.0,11000.0,500.0,22,Full-time employee,Unlimited contract,51-100,Product,No,13.566568047337277,250.0
638,26.0,Female,BI Consultant SAP/ Data Engineer,5.0,5.0,Middle,ABAP,"Python, SQL",65000.0,77000.0,46000.0,50000.0,30,Full-time employee,Unlimited contract,up to 10,Startup,No,13.566568047337277,250.0
639,32.0,Male,DevOps,12.0,3.0,Senior,,,62000.0,5000.0,65000.0,5000.0,,Full-time employee,,1000+,,,13.566568047337277,250.0
640,30.0,Male,Data Engineer,6.0,1.0,Middle,Python,AWS,65000.0,1000.0,65000.0,5000.0,27,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,600.0
641,26.0,Male,DevOps,3.0,0.0,Middle,"networking, linux, automation, cloud","Python, AWS",37000.0,5000.0,65000.0,5000.0,25,Full-time employee,Unlimited contract,51-100,Product,No,13.566568047337277,250.0
642,35.0,Female,Backend Developer,4.0,4.0,Middle,PHP,"PHP, Javascript / Typescript, Java / Scala",51000.0,4000.0,47000.0,3500.0,30,Full-time employee,Unlimited contract,101-1000,Insurance,No,13.566568047337277,250.0
643,33.0,Male,Backend Developer,10.0,10.0,Head,,,93000.0,5000.0,65000.0,5000.0,,Full-time employee,,101-1000,Startup,No,13.566568047337277,200.0
644,44.0,Male,Business Analyst,15.0,0.0,Head,UML,,60000.0,0.0,65000.0,5000.0,30,Self-employed (freelancer),Unlimited contract,101-1000,Consulting / Agency,No,13.566568047337277,250.0
646,32.0,Male,Frontend Developer,13.0,2.0,Senior,JavaScript,"PHP, Javascript / Typescript",70000.0,1000.0,65000.0,1000.0,25,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,0.0
647,33.0,Male,Data Scientist,2.0,2.0,Lead,Spark,"Python, Docker",70000.0,6000.0,60000.0,66000.0,25,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,1000.0
648,32.0,Male,Frontend Developer,8.0,2.0,Senior,"Js, reactJS ","Javascript / Typescript, AWS",65000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,30.0,250.0
649,26.0,Male,Data Engineer,4.0,3.0,Middle,Scala,"Python, Java / Scala, SQL, AWS, Google Cloud, Azure",51000.0,5000.0,46000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Consulting / Agency,No,13.566568047337277,0.0
650,32.56893542757417,Male,DevOps,10.0,5.0,Senior,,"Python, Go",90000.0,5000.0,80000.0,5000.0,,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
651,43.0,Male,Engineering Manager,20.0,20.0,Lead,Java,"C/C++, .NET, Java / Scala, AWS, Kubernetes, Docker",105000.0,0.0,105000.0,0.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
652,33.0,Male,Software Engineer,11.0,6.0,Senior,JavaScript ,".NET, SQL",80000.0,5000.0,65000.0,64000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,600.0
653,35.0,Female,Software Engineer,1.0,1.0,Junior,ABAP,"SQL, SAP / ABAP",50000.0,0.0,50000.0,0.0,30,Full-time employee,Unlimited contract,51-100,Consulting / Agency,No,0.0,0.0
654,28.0,Male,Frontend Developer,5.0,5.0,Middle,JavaScript,"Python, Javascript / Typescript, SQL, Rust, AWS, Kubernetes, Docker",72000.0,5000.0,62000.0,6200.0,28,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
655,27.0,Male,Data Engineer,2.0,0.0,Junior,Python ,"Python, SQL, AWS, Azure, Docker",49000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Consulting / Agency,No,13.566568047337277,250.0
656,36.0,Male,Backend Developer,4.0,1.0,Middle,Java,"Python, SQL, Kubernetes, Docker",55000.0,0.0,55000.0,0.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,20.0,250.0
657,38.0,Male,Backend Developer,5.0,1.0,Middle,Java,"Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",66000.0,0.0,60000.0,60000.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
658,28.0,Male,Mobile Developer,6.0,1.0,Middle,Android,"Kotlin, Java / Scala",85000.0,10000.0,65000.0,5000.0,32,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,440.0
659,25.0,Male,Mobile Developer,8.0,0.0,Senior,Clojure,"Swift, Javascript / Typescript, Java / Scala, Clojure",85000.0,10000.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
660,30.0,Male,Frontend Developer,6.0,1.0,Senior,Javascript,"Python, Javascript / Typescript, SQL, SAP / ABAP",79000.0,10000.0,77000.0,0.0,27,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,700.0
661,28.0,Male,Backend Developer,8.0,1.0,Lead,Ruby,"SQL, AWS",67000.0,5000.0,62000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
662,32.0,Female,DevOps,9.0,5.0,Middle,"Terraform, Kubernetes, AWS, GCP, Ansible, Puppet","Ruby, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",74000.0,10000.0,65000.0,5000.0,40,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,0.0
663,29.0,Male,Frontend Developer,3.0,0.0,Middle,JavaScript ,PHP,48000.0,0.0,65000.0,5000.0,26,Full-time employee,Unlimited contract,51-100,Consulting / Agency,No,0.0,0.0
664,30.0,Female,Product Manager,8.0,0.0,Middle,,,57760.0,6710.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
665,33.0,Male,Frontend Developer,10.0,4.0,Senior,JS,"Javascript / Typescript, Google Cloud, Kubernetes, Docker",74000.0,5000.0,66000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Startup,No,8.0,200.0
666,34.0,Male,Backend Developer,13.0,1.0,Senior,Elixir,SQL,70000.0,0.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,500.0
667,25.0,Male,Backend Developer,6.0,2.0,Senior,Go,"Python, SQL, Go, AWS, Kubernetes, Docker",86000.0,5000.0,80000.0,5000.0,28,Full-time employee,Unlimited contract,101-1000,Startup,No,0.0,500.0
668,40.0,Male,Backend Developer,14.0,8.0,Lead,Spring,"Java / Scala, AWS, Azure, Kubernetes, Docker",135000.0,0.0,65000.0,0.0,30,Self-employed (freelancer),Temporary contract,101-1000,Product,No,0.0,0.0
669,33.0,Male,Software Engineer,11.0,5.0,Senior,Python,"Python, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",80000.0,0.0,65000.0,78000.0,30,Full-time employee,Temporary contract,101-1000,Research institute,No,13.566568047337277,250.0
670,39.0,Male,Teamlead,12.0,12.0,Head,PHP ,"AWS, Docker",75000.0,75000.0,75000.0,75009.0,30,Full-time employee,Unlimited contract,up to 10,Startup,No,20.0,0.0
671,24.0,Male,Software Engineer,2.0,2.0,Junior,Javascript,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",50000.0,0.0,35000.0,35000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
672,24.0,Female,Software Engineer,3.0,0.0,Middle,Java,"Java / Scala, AWS, Azure, Kubernetes, Docker",29000.0,0.0,23000.0,0.0,20,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
673,39.0,Male,Engineering Manager,15.0,10.0,Lead,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",78000.0,12000.0,78000.0,12000.0,30,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
674,33.0,Male,Backend Developer,8.0,3.7530701754385967,Senior,C#,"Python, .NET, SQL",75000.0,5000.0,56000.0,5000.0,27,Full-time employee,Temporary contract,11-50,Product,No,13.566568047337277,250.0
675,26.0,Male,Backend Developer,2.5,1.0,Middle,Java,,60000.0,5000.0,65000.0,5000.0,26,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,250.0
676,29.0,Female,Software Engineer,5.0,2.0,Middle,PHP,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Docker",55000.0,5000.0,47000.0,5000.0,24,Full-time employee,Unlimited contract,11-50,Startup,No,13.566568047337277,250.0
677,32.0,Male,Software Engineer,8.0,3.7530701754385967,Senior,"C, C++",Python,36000.0,3600.0,26000.0,2600.0,25,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
678,34.0,Male,Hardware Engineer,12.0,3.0,Senior,,,56000.0,0.0,56000.0,0.0,30,Full-time employee,Unlimited contract,up to 10,Product,No,10.0,1000.0
679,30.0,Male,Backend Developer,9.0,3.0,Head,Java,"Javascript / Typescript, Java / Scala, Go, AWS, Docker",85000.0,5000.0,80000.0,5000.0,25,Full-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
680,31.0,Male,ML Engineer,7.0,2.0,Middle,Python,"AWS, Kubernetes, Docker",80000.0,12000.0,65000.0,0.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,500.0
681,33.0,Male,Mobile Developer,8.0,2.0,Senior,swift,SQL,75000.0,1000.0,75000.0,1000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
682,31.0,Female,Software Engineer,1.0,1.0,Junior,React,"Python, AWS, Kubernetes, Docker, React",57000.0,1000.0,54000.0,1000.0,30,Full-time employee,Unlimited contract,1000+,Retail,No,0.0,0.0
683,36.0,Male,Software Engineer,16.0,5.0,Middle,.Net,".NET, SQL",65000.0,0.0,65000.0,0.0,30,Full-time employee,Unlimited contract,51-100,Consulting / Agency,No,30.0,0.0
684,30.0,Male,DevOps,7.0,3.0,Middle,,,80000.0,5000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Startup,No,13.566568047337277,250.0
685,27.0,Male,QA Engineer,1.0,0.0,Junior,Javascript,Javascript / Typescript,11000.0,5000.0,65000.0,5000.0,,,,,,,13.566568047337277,250.0
686,39.0,Male,Software Engineer,19.0,7.0,Senior,Golang,"Python, Ruby, Go, AWS, Google Cloud, Kubernetes, Docker",87000.0,97000.0,82000.0,92000.0,unlimited,Full-time employee,Unlimited contract,11-50,Startup,No,40.0,500.0
687,30.0,Male,Software Engineer,10.0,3.0,Senior,Офмф,,79000.0,5000.0,65000.0,5000.0,,Full-time employee,Unlimited contract,11-50,Product,No,13.566568047337277,250.0
688,32.0,Male,Software Engineer,11.0,1.0,Senior,C++,"Python, C/C++, Rust",100000.0,10000.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,1000.0
689,35.0,Male,Backend Developer,12.0,3.0,Senior,php,"SQL, Google Cloud, Docker",54000.0,5000.0,65000.0,5000.0,27,Full-time employee,Unlimited contract,101-1000,Product,No,4.0,250.0
690,34.0,Male,Data Scientist,6.0,4.5,Senior,python,"Python, Javascript / Typescript, SQL, Google Cloud, Docker",80000.0,10000.0,76000.0,0.0,27,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,1000.0
691,26.0,Male,Data Scientist,4.0,2.0,Middle,Python,"Python, SQL, Google Cloud, Docker",60000.0,6000.0,60000.0,6000.0,27,Full-time employee,Unlimited contract,1000+,Ecommerce,No,13.566568047337277,180.0
692,29.0,Male,Mobile Developer,7.0,0.0,Senior,Kotlin,"Javascript / Typescript, Java / Scala, Flutter",64000.0,1100.0,65000.0,5000.0,30,Full-time employee,Unlimited contract,51-100,Consulting / Agency,No,0.0,250.0
693,31.0,Male,Software Engineer,12.0,2.0,Senior,Java,"SQL, Go, AWS, Kubernetes, Docker",60000.0,5000.0,55000.0,5000.0,27,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,500.0
694,30.0,Male,Backend Developer,8.0,0.0,Senior,,"Javascript / Typescript, Ruby, Elixir",73000.0,5000.0,65000.0,5000.0,25,Full-time employee,Unlimited contract,51-100,Startup,No,13.566568047337277,250.0
695,33.0,Male,Software Engineer,10.0,5.0,Senior,Python,"PHP, Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,10000.0,70000.0,0.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,700.0
696,33.0,Male,Designer (UI/UX),7.0,3.7530701754385967,Senior,,,42000.0,5000.0,39000.0,5000.0,24,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
697,35.0,Male,Data Scientist,3.0,3.0,Middle,Python,"SQL, AWS",68000.0,8000.0,60000.0,8000.0,26,Full-time employee,Unlimited contract,51-100,E-Commerce,No,13.566568047337277,250.0
698,35.0,Male,Consultant,16.0,6.0,Senior,Python,"Python, Java / Scala, SQL, Google Cloud",100000.0,30000.0,100000.0,30000.0,30,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,250.0
699,31.0,Male,Software Engineer,8.0,3.0,Senior,Typescript ,"Javascript / Typescript, Java / Scala, Go, Rust, AWS, Kubernetes, Docker",80000.0,0.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,1000+,Product,No,13.566568047337277,500.0
700,32.0,Male,Software Engineer,13.0,1.0,Junior,C,C/C++,48000.0,5000.0,65000.0,5000.0,28,Full-time employee,Unlimited contract,51-100,Product,No,13.566568047337277,250.0
701,38.0,Male,Software Engineer,15.0,3.0,Senior,Go,"Google Cloud, Docker",75000.0,0.0,73000.0,0.0,28,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,0.0
702,29.0,Male,Engineering Manager,9.0,0.1,Lead,Go,"SQL, AWS, Docker",85000.0,5000.0,65000.0,5000.0,27,Full-time employee,Unlimited contract,101-1000,Product,No,13.566568047337277,250.0
703,33.0,Male,Backend Developer,13.0,1.0,Senior,Java,"Kotlin, Java / Scala, SQL, AWS, Google Cloud, Docker",110000.0,5000.0,65000.0,5000.0,24,Full-time employee,Unlimited contract,101-1000,Product,No,0.0,400.0
